TradeDate;Contractdate;PriceCode;SettlementPrice;HighPrice;LowPrice;Volume;OpenInterest
24/10/2014;01/07/2017;4;2;0;0;0;0
24/10/2014;01/08/2017;4;2;0;0;0;0
24/10/2014;01/09/2017;4;2;0;0;0;0
24/10/2014;01/10/2017;4;2;0;0;0;0
27/10/2014;01/12/2014;1;81;81;79;285330;0
27/10/2014;01/01/2015;1;80;80;79;56096;0
27/10/2014;01/02/2015;1;80;80;79;20800;0
27/10/2014;01/03/2015;1;80;80;78;22058;0
27/10/2014;01/04/2015;1;80;80;78;7428;0
27/10/2014;01/05/2015;1;80;80;79;4963;0
27/10/2014;01/06/2015;1;80;80;78;25131;0
27/10/2014;01/07/2015;1;80;80;78;2342;0
27/10/2014;01/08/2015;1;79;79;78;1084;0
27/10/2014;01/09/2015;1;79;79;78;4561;0
27/10/2014;01/10/2015;1;79;79;79;586;0
27/10/2014;01/11/2015;1;79;80;78;663;0
27/10/2014;01/12/2015;1;80;80;78;25951;0
27/10/2014;01/01/2016;1;80;0;79;264;0
27/10/2014;01/02/2016;1;80;0;79;173;0
27/10/2014;01/03/2016;1;80;0;79;841;0
27/10/2014;01/04/2016;1;80;0;79;48;0
27/10/2014;01/05/2016;1;80;0;79;87;0
27/10/2014;01/06/2016;1;80;80;79;3223;0
27/10/2014;01/07/2016;1;80;0;79;61;0
27/10/2014;01/08/2016;1;80;0;79;7;0
27/10/2014;01/09/2016;1;80;0;0;31;0
27/10/2014;01/10/2016;1;80;0;0;4;0
27/10/2014;01/11/2016;1;80;0;0;25;0
27/10/2014;01/12/2016;1;80;80;79;7507;0
27/10/2014;01/01/2017;1;80;0;0;26;0
27/10/2014;01/02/2017;1;80;0;0;15;0
27/10/2014;01/03/2017;1;79;0;0;0;0
27/10/2014;01/04/2017;1;79;0;0;0;0
27/10/2014;01/05/2017;1;79;0;0;0;0
27/10/2014;01/06/2017;1;79;79;79;319;0
27/10/2014;01/07/2017;1;79;0;0;0;0
27/10/2014;01/08/2017;1;79;0;0;0;0
27/10/2014;01/09/2017;1;79;0;0;0;0
27/10/2014;01/10/2017;1;79;0;0;0;0
27/10/2014;01/11/2017;1;79;0;0;0;0
27/10/2014;01/12/2017;1;80;80;79;1840;0
27/10/2014;01/01/2018;1;79;0;0;0;0
27/10/2014;01/02/2018;1;79;0;0;0;0
27/10/2014;01/03/2018;1;79;0;0;0;0
27/10/2014;01/04/2018;1;79;0;0;0;0
27/10/2014;01/05/2018;1;79;0;0;0;0
27/10/2014;01/06/2018;1;79;0;0;0;0
27/10/2014;01/07/2018;1;79;0;0;0;0
27/10/2014;01/08/2018;1;79;0;0;0;0
27/10/2014;01/09/2018;1;79;0;0;0;0
27/10/2014;01/10/2018;1;79;0;0;0;0
27/10/2014;01/11/2018;1;80;0;0;0;0
27/10/2014;01/12/2018;1;80;80;79;383;0
27/10/2014;01/01/2019;1;80;0;0;0;0
27/10/2014;01/02/2019;1;80;0;0;0;0
27/10/2014;01/03/2019;1;80;0;0;0;0
27/10/2014;01/04/2019;1;80;0;0;0;0
27/10/2014;01/05/2019;1;80;0;0;0;0
27/10/2014;01/06/2019;1;80;0;0;0;0
27/10/2014;01/07/2019;1;80;0;0;0;0
27/10/2014;01/08/2019;1;80;0;0;0;0
27/10/2014;01/09/2019;1;80;0;0;0;0
27/10/2014;01/10/2019;1;80;0;0;0;0
27/10/2014;01/11/2019;1;80;0;0;0;0
27/10/2014;01/12/2019;1;80;80;79;88;0
27/10/2014;01/06/2020;1;80;0;0;0;0
27/10/2014;01/12/2020;1;80;0;80;0;0
27/10/2014;01/06/2021;1;80;0;0;0;0
27/10/2014;01/12/2021;1;80;0;0;0;0
27/10/2014;01/06/2022;1;80;0;0;0;0
27/10/2014;01/12/2022;1;80;0;0;0;0
27/10/2014;01/11/2014;3;2;2;2;19573;0
